CALIFICACION;LUGAR;MES;ANIO;HORA;IMP_BOL;DESCUENTO;PUNTOS;DENUNCIANTE;HECHO;VEL_LIMITE;VEL_CIRCULA;DIRECCION_ORIGINAL;CLASE_VIAL;VIAL;NOMINAL;ORDINAL;CALIFICADOR;POBLACION;PROVINCIA;CODIGO_VIAL
LEVE      ;CL YEROS 31                             ;7;2018;10.15;  90.00;SI;0;POLICIA MUNICIPAL   ;ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.                                                                        ;80;130;CALLE CASTELLON DE LA PLANA NUM 000009 ;CALLE;CASTELLON DE LA PLANA;NUM;9;  ;MADRID                                                                ;MADRID                   ;153900
LEVE      ;AV ASTURIAS 45                          ;7;2018;16.28;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE CASTELLON DE LA PLANA NUM 000007 ;CALLE;CASTELLON DE LA PLANA;NUM;7;  ;MADRID                                                                ;MADRID                   ;153900
LEVE      ;AV ASTURIAS 57                          ;7;2018;17.06;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE CASTELLON DE LA PLANA NUM 000005 ;CALLE;CASTELLON DE LA PLANA;NUM;5;  ;MADRID                                                                ;MADRID                   ;153900
LEVE      ;CL BARACALDO 30                         ;7;2018;18.19;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;80;130;CALLE CASTELLON DE LA PLANA NUM 000003 ;CALLE;CASTELLON DE LA PLANA;NUM;3;  ;MADRID                                                                ;MADRID                   ;153900
LEVE      ;AV FILIPINAS 5                          ;7;2018;18.27;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE CASTELLON DE LA PLANA NUM 000001 ;CALLE;CASTELLON DE LA PLANA;NUM;1;  ;MADRID                                                                ;MADRID                   ;153900
LEVE      ;AV DR. FED. RUBIO Y GALI 77             ;7;2018;13.48;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE PEDRO DE VALDIVIA NUM 000015 ;CALLE;PEDRO DE VALDIVIA;NUM;15;  ;MADRID                                                                ;MADRID                   ;575300
LEVE      ;PO VAGUADA 1                            ;7;2018;10.48;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE SERRANO NUM 000126 ;CALLE;SERRANO;NUM;126;  ;MADRID                                                                ;MADRID                   ;710300
GRAVE     ;AV BETANZOS 2                           ;7;2018;18.48; 200.00;SI;0;POLICIA MUNICIPAL   ;ESTACIONAR EN ESPACIOS EXPRESAMENTE RESERVADOS A SERVICIOS DE URGENCIA Y SEGURIDAD.                                          ;80;130;CALLE SERRANO NUM 000128 ;CALLE;SERRANO;NUM;128;  ;MADRID                                                                ;MADRID                   ;710300
LEVE      ;AV CIUDAD DE BARCELONA                  ;7;2018;11.16;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE SERRANO NUM 000130 ;CALLE;SERRANO;NUM;130;  ;MADRID                                                                ;MADRID                   ;710300
LEVE      ;AV DR. FED. RUBIO Y GALI 82             ;7;2018;12.13;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE SERRANO NUM 000132 ;CALLE;SERRANO;NUM;132;  ;MADRID                                                                ;MADRID                   ;710300
LEVE      ;CL CHANTADA 9                           ;7;2018;13.55;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE SERRANO NUM 000134 ;CALLE;SERRANO;NUM;134;  ;MADRID                                                                ;MADRID                   ;710300
LEVE      ;CL RIBADAVIA 5                          ;7;2018;14.17;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;80;130;CALLE SERRANO NUM 000136 ;CALLE;SERRANO;NUM;136;  ;MADRID                                                                ;MADRID                   ;710300
LEVE      ;AV DR. FED. RUBIO Y GALI 84             ;7;2018;14.32;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;80;130;CALLE SERRANO NUM 000138 ;CALLE;SERRANO;NUM;138;  ;MADRID                                                                ;MADRID                   ;710300
LEVE      ;CL SINESIO DELGADO 40                   ;7;2018;18.47;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;80;130;CALLE OQUENDO NUM 000002 ;CALLE;OQUENDO;NUM;2;  ;MADRID                                                                ;MADRID                   ;549400
LEVE      ;AV HISPANIDAD S/N                       ;7;2018;14.39;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE OQUENDO NUM 000004 ;CALLE;OQUENDO;NUM;4;  ;MADRID                                                                ;MADRID                   ;549400
LEVE      ;CL RIBADAVIA 27                         ;7;2018;09.26;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;80;130;CALLE OQUENDO NUM 000006 ;CALLE;OQUENDO;NUM;6;  ;MADRID                                                                ;MADRID                   ;549400
GRAVE     ;AV BETANZOS 2                           ;7;2018;14.25; 200.00;SI;0;POLICIA MUNICIPAL   ;CIRCULAR MARCHA ATRÁS DE FORMA ANTIRREGLAMENTARIA.                                                                           ;80;130;CALLE OQUENDO NUM 000008 ;CALLE;OQUENDO;NUM;8;  ;MADRID                                                                ;MADRID                   ;549400
LEVE      ;CL MARIA AUXILIADORA 2                  ;7;2018;19.17;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE OQUENDO NUM 000010 ;CALLE;OQUENDO;NUM;10;  ;MADRID                                                                ;MADRID                   ;549400
LEVE      ;AV MONFORTE DE LEMOS 172                ;7;2018;09.33;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE OQUENDO NUM 000009 ;CALLE;OQUENDO;NUM;9;  ;MADRID                                                                ;MADRID                   ;549400
LEVE      ;PO INFANTA ISABEL 25                    ;7;2018;09.37;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE OQUENDO NUM 000005 ;CALLE;OQUENDO;NUM;5;  ;MADRID                                                                ;MADRID                   ;549400
LEVE      ;AV PABLO IGLESIAS 89                    ;7;2018;19.27;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE OQUENDO NUM 000003 ;CALLE;OQUENDO;NUM;3;  ;MADRID                                                                ;MADRID                   ;549400
LEVE      ;CL FINISTERRE 52                        ;7;2018;10.30;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE OQUENDO NUM 000001 ;CALLE;OQUENDO;NUM;1;  ;MADRID                                                                ;MADRID                   ;549400
LEVE      ;AV ASTURIAS 39                          ;7;2018;08.37;  90.00;SI;0;POLICIA MUNICIPAL   ;ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.                                                                        ;80;130;CALLE SERRANO NUM 000140 ;CALLE;SERRANO;NUM;140;  ;MADRID                                                                ;MADRID                   ;710300
LEVE      ;CL CARLOS LATORRE 19                    ;7;2018;13.48;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE SERRANO NUM 000142 ;CALLE;SERRANO;NUM;142;  ;MADRID                                                                ;MADRID                   ;710300
LEVE      ;CL CAROLINAS 2                          ;7;2018;15.33;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;80;130;CALLE PABLO ARANDA NUM 000002 ;CALLE;PABLO ARANDA;NUM;2;  ;MADRID                                                                ;MADRID                   ;554300
LEVE      ;CL SOR ANGELA DE LA CRUZ 22             ;7;2018;20.04;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;80;130;CALLE PABLO ARANDA NUM 000004 ;CALLE;PABLO ARANDA;NUM;4;  ;MADRID                                                                ;MADRID                   ;554300
LEVE      ;CL PUERTO DE MASPALOMAS 8               ;7;2018;09.19;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;80;130;CALLE PABLO ARANDA NUM 000006 ;CALLE;PABLO ARANDA;NUM;6;  ;MADRID                                                                ;MADRID                   ;554300
GRAVE     ;CL DOCTOR RAMON CASTROVIEJO 5           ;7;2018;10.35; 200.00;SI;3;POLICIA MUNICIPAL   ;EFECTUAR UN CAMBIO DE SENTIDO PROHIBIDO.                                                                                     ;80;130;CALLE PABLO ARANDA NUM 000008 ;CALLE;PABLO ARANDA;NUM;8;  ;MADRID                                                                ;MADRID                   ;554300
LEVE      ;CL INFANTA MERCEDES 64                  ;7;2018;20.38;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;80;130;CALLE PABLO ARANDA NUM 000014 ;CALLE;PABLO ARANDA;NUM;14;  ;MADRID                                                                ;MADRID                   ;554300
LEVE      ;AV MONFORTE DE LEMOS 173                ;7;2018;16.01;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;80;130;PASEO EDUARDO DATO NUM 000001 ;PASEO;EDUARDO DATO;NUM;1;  ;MADRID                                                                ;MADRID                   ;256500
LEVE      ;CL SOR ANGELA DE LA CRUZ 8              ;7;2018;19.36;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;PASEO EDUARDO DATO NUM 000005 ;PASEO;EDUARDO DATO;NUM;5;  ;MADRID                                                                ;MADRID                   ;256500
LEVE      ;AV HISPANIDAD S/N                       ;7;2018;19.48;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;PASEO EDUARDO DATO NUM 000007 ;PASEO;EDUARDO DATO;NUM;7;  ;MADRID                                                                ;MADRID                   ;256500
LEVE      ;AV MONFORTE DE LEMOS 167                ;7;2018;20.12;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE BRAVO MURILLO NUM 000006 ;CALLE;BRAVO MURILLO;NUM;6;  ;MADRID                                                                ;MADRID                   ;114600
LEVE      ;CL PEDRO RICO F0                        ;7;2018;17.10;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;80;130;CALLE ALBERTO AGUILERA NUM 000064 ;CALLE;ALBERTO AGUILERA;NUM;64;  ;MADRID                                                                ;MADRID                   ;17200
LEVE      ;CL SOR ANGELA DE LA CRUZ 2              ;7;2018;11.24;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;   ;CALLE ALBERTO AGUILERA NUM 000066 ;CALLE;ALBERTO AGUILERA;NUM;66;  ;MADRID                                                                ;MADRID                   ;17200
LEVE      ;CL CONDE DE LA CIMERA 1                 ;7;2018;12.01;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;   ;CALLE ALBERTO AGUILERA NUM 000068 ;CALLE;ALBERTO AGUILERA;NUM;68;  ;MADRID                                                                ;MADRID                   ;17200
LEVE      ;CL VASCOS 6                             ;7;2018;17.17;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;   ;CALLE ALBERTO AGUILERA NUM 000070 ;CALLE;ALBERTO AGUILERA;NUM;70;  ;MADRID                                                                ;MADRID                   ;17200
LEVE      ;CL SOR ANGELA DE LA CRUZ 24             ;7;2018;12.51;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;   ;CALLE ANDRES MELLADO NUM 000003 ;CALLE;ANDRES MELLADO;NUM;3;  ;MADRID                                                                ;MADRID                   ;47600
LEVE      ;AV MONFORTE DE LEMOS 153post            ;7;2018;17.43;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;   ;   ;CALLE ANDRES MELLADO NUM 000005 ;CALLE;ANDRES MELLADO;NUM;5;  ;MADRID                                                                ;MADRID                   ;47600
LEVE      ;PO CASTELLANA 101                       ;7;2018;13.15;  90.00;SI;0;POLICIA MUNICIPAL   ;ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.                                                                        ;   ;   ;CALLE ANDRES MELLADO NUM 000007 ;CALLE;ANDRES MELLADO;NUM;7;  ;MADRID                                                                ;MADRID                   ;47600
LEVE      ;CL ORENSE 69                            ;7;2018;13.03;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;   ;   ;CALLE ANDRES MELLADO NUM 000009 ;CALLE;ANDRES MELLADO;NUM;9;  ;MADRID                                                                ;MADRID                   ;47600
GRAVE     ;CL ORENSE 69                            ;7;2018;12.56; 100.00;SI;0;POLICIA MUNICIPAL   ;SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.                                                            ;70;83;CALLE ANDRES MELLADO NUM 000011 ;CALLE;ANDRES MELLADO;NUM;11;  ;MADRID                                                                ;MADRID                   ;47600
GRAVE     ;CL FRANCISCO GERVAS 10                  ;7;2018;14.01; 100.00;SI;0;POLICIA MUNICIPAL   ;SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.                                                            ;70;87;CALLE ANDRES MELLADO NUM 000013 ;CALLE;ANDRES MELLADO;NUM;13;  ;MADRID                                                                ;MADRID                   ;47600
GRAVE     ;M 30 CALZADA 1 M 23                     ;7;2018;14.43; 100.00;SI;0;POLICIA MUNICIPAL   ;SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.                                                            ;70;77;CALLE GAZTAMBIDE NUM 000004 ;CALLE;GAZTAMBIDE;NUM;4;  ;MADRID                                                                ;MADRID                   ;327700
GRAVE     ;CL PEDRO RICO 1                         ;7;2018;00.00; 100.00;SI;0;POLICIA MUNICIPAL   ;SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.                                                            ;70;100;CALLE GAZTAMBIDE NUM 000006 ;CALLE;GAZTAMBIDE;NUM;6;  ;MADRID                                                                ;MADRID                   ;327700
GRAVE     ;AV BETANZOS 52                          ;7;2018;00.03; 100.00;SI;0;POLICIA MUNICIPAL   ;SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.                                                            ;70;76;CALLE GAZTAMBIDE NUM 000008 ;CALLE;GAZTAMBIDE;NUM;8;  ;MADRID                                                                ;MADRID                   ;327700
GRAVE     ;JULIO MERINO 25                         ;7;2018;00.11; 100.00;SI;0;POLICIA MUNICIPAL   ;SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.                                                            ;70;80;CALLE GAZTAMBIDE NUM 000001 ;CALLE;GAZTAMBIDE;NUM;1;  ;MADRID                                                                ;MADRID                   ;327700
GRAVE     ;CL ROSARIO PINO 7                       ;7;2018;00.17; 100.00;SI;0;POLICIA MUNICIPAL   ;SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.                                                            ;70;81;CALLE GAZTAMBIDE NUM 000003 ;CALLE;GAZTAMBIDE;NUM;3;  ;MADRID                                                                ;MADRID                   ;327700
GRAVE     ;PO CASTELLANA 151                       ;7;2018;00.28; 100.00;SI;0;POLICIA MUNICIPAL   ;SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.                                                            ;70;83;CALLE GAZTAMBIDE NUM 000005 ;CALLE;GAZTAMBIDE;NUM;5;  ;MADRID                                                                ;MADRID                   ;327700
GRAVE     ;CL LA BAÑEZA 14post                     ;7;2018;00.31; 100.00;SI;0;POLICIA MUNICIPAL   ;SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.                                                            ;70;76;CALLE GAZTAMBIDE NUM 000007 ;CALLE;GAZTAMBIDE;NUM;7;  ;MADRID                                                                ;MADRID                   ;327700
GRAVE     ;CL GUZMAN EL BUENO 78                   ;7;2018;00.41; 100.00;SI;0;POLICIA MUNICIPAL   ;SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.                                                            ;70;76;CALLE GAZTAMBIDE NUM 000009 ;CALLE;GAZTAMBIDE;NUM;9;  ;MADRID                                                                ;MADRID                   ;327700
LEVE      ;AV MONFORTE DE LEMOS 32                 ;7;2018;16.33;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE GAZTAMBIDE NUM 000011 ;CALLE;GAZTAMBIDE;NUM;11;  ;MADRID                                                                ;MADRID                   ;327700
GRAVE     ;CL PEDRO RICO 4                         ;7;2018;13.43; 200.00;SI;0;POLICIA MUNICIPAL   ;ESTACIONAR EN CARRIL DE CIRCULACION.                                                                                         ;80;130;CALLE GAZTAMBIDE NUM 000013 ;CALLE;GAZTAMBIDE;NUM;13;  ;MADRID                                                                ;MADRID                   ;327700
LEVE      ;CL PEDRO RICO 6                         ;7;2018;17.30;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE PRINCESA NUM 000058 ;CALLE;PRINCESA;NUM;58;  ;MADRID                                                                ;MADRID                   ;610000
LEVE      ;CL PEDRO RICO 6                         ;7;2018;18.19;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE PRINCESA NUM 000060 ;CALLE;PRINCESA;NUM;60;  ;MADRID                                                                ;MADRID                   ;610000
LEVE      ;CL SARRIA 56post                        ;7;2018;20.46;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;80;130;CALLE PRINCESA NUM 000062 ;CALLE;PRINCESA;NUM;62;  ;MADRID                                                                ;MADRID                   ;610000
LEVE      ;CL SARRIA 50post                        ;7;2018;18.43;  90.00;SI;0;SER                 ;ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.                                                                        ;80;130;CALLE PRINCESA NUM 000064 ;CALLE;PRINCESA;NUM;64;  ;MADRID                                                                ;MADRID                   ;610000
LEVE      ;CL PEDRO RICO 6                         ;7;2018;18.47;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;80;130;CALLE PRINCESA NUM 000066 ;CALLE;PRINCESA;NUM;66;  ;MADRID                                                                ;MADRID                   ;610000
LEVE      ;CL CUENCA 5                             ;7;2018;09.20;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE PRINCESA NUM 000068 ;CALLE;PRINCESA;NUM;68;  ;MADRID                                                                ;MADRID                   ;610000
LEVE      ;CL PEDRO RICO F29                       ;7;2018;19.12;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE PRINCESA NUM 000070 ;CALLE;PRINCESA;NUM;70;  ;MADRID                                                                ;MADRID                   ;610000
LEVE      ;CL JOSE ABASCAL 30                      ;7;2018;17.17;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;80;130;CALLE RODRIGUEZ SAN PEDRO NUM 000059 ;CALLE;RODRIGUEZ SAN PEDRO;NUM;59;  ;MADRID                                                                ;MADRID                   ;645000
LEVE      ;CL GUIPUZCOA 11                         ;7;2018;17.21;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE RODRIGUEZ SAN PEDRO NUM 000061 ;CALLE;RODRIGUEZ SAN PEDRO;NUM;61;  ;MADRID                                                                ;MADRID                   ;645000
LEVE      ;CL PALENCIA 5                           ;7;2018;09.50;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE RODRIGUEZ SAN PEDRO NUM 000063 ;CALLE;RODRIGUEZ SAN PEDRO;NUM;63;  ;MADRID                                                                ;MADRID                   ;645000
LEVE      ;AV MONFORTE DE LEMOS 7                  ;7;2018;10.24;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;80;130;CALLE RODRIGUEZ SAN PEDRO NUM 000065 ;CALLE;RODRIGUEZ SAN PEDRO;NUM;65;  ;MADRID                                                                ;MADRID                   ;645000
LEVE      ;PZ CONDESA DE GAVIA 4                   ;7;2018;10.39;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;80;130;CALLE RODRIGUEZ SAN PEDRO NUM 000067 ;CALLE;RODRIGUEZ SAN PEDRO;NUM;67;  ;MADRID                                                                ;MADRID                   ;645000
LEVE      ;CL PONFERRADA 28                        ;7;2018;17.32;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;80;130;CALLE RODRIGUEZ SAN PEDRO NUM 000069 ;CALLE;RODRIGUEZ SAN PEDRO;NUM;69;  ;MADRID                                                                ;MADRID                   ;645000
LEVE      ;CL MULLER 53                            ;7;2018;19.04;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;80;130;CALLE RODRIGUEZ SAN PEDRO NUM 000071 ;CALLE;RODRIGUEZ SAN PEDRO;NUM;71;  ;MADRID                                                                ;MADRID                   ;645000
LEVE      ;CL MANCHEGOS 9                          ;7;2018;17.52;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;80;130;CALLE ALBERTO AGUILERA NUM 000058 ;CALLE;ALBERTO AGUILERA;NUM;58;  ;MADRID                                                                ;MADRID                   ;17200
LEVE      ;AV ALEJANDRO SOTA C DEPORTIVA           ;7;2018;17.07;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;80;130;CALLE ALBERTO AGUILERA NUM 000060 ;CALLE;ALBERTO AGUILERA;NUM;60;  ;MADRID                                                                ;MADRID                   ;17200
